public,user_public,type,subject,excerpt_or_original_text,response_created_at,featured,featured_at,response_language,image
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","<strong> This photo of empty meat shelves in my local supermarket may be extreme, but all fall we've been noticing shortages of ""normal"" items in the grocery stores and pharmacies</strong>. I had gone into the supermarket to pick up a prescription in the pharmacy department but couldn't help but notice the depleted shelves in the produce, dairy and meat sections. I think the depleted shelves were due to a combination of factors: it was a few days after New Year's; and there was a significant snowfall in our area (which doesn't handle snow well) which led to a 36 hour road closure on Interstate 95 south of us. Plus all the supply chain issues which have become so normal they aren't even news anymore.

<strong> Every time I see empty shelves or see the ""out of stock"" notation when shopping online, I think of the shops in the countries of the former Soviet Union and the long lines that were standard for people in those countries decades ago</strong> just to buy staples. Obviously, it isn't that bad here... but honestly, I never expected to see this situation here.

<strong> And of course, these supply chain issues are most critically important when it has meant that health care professionals and medical facilities have not had the equipment and resources they need to fight this pandemic.</strong> Or when we had to made do with poorly made masks.

<strong> Sigh.... it is not a good way to start the new year</strong>.... I honestly just wish this -- the coronavirus -- was over.

",2022-01-09 01:50:16,true,2022-01-10 01:11:54.06181,en,PJP_2057_1_EN_week46_journal_1_ptext.jpeg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","<strong>So, I had one of those ""BIG"" birthdays this past week</strong>, one of the milestone ones that end in a ""0."" <strong>Nearly two years ago</strong> when we were just beginning to understand what ""social distancing"" would require of us,<strong> I told my family ""...well, in two years when I have my 60th... we will have a huge party and make up for all of this isolation..."" Never would I have thought that we would not be able to celebrate in a ""normal"" way now.</strong> Before we heard of Omicron or knew how this newest variant would once again turn our lives upside down, we started planning two celebrations: one with my extended family several hours from here, and another -- a birthday lunch -- with my girlfriends here in town. <strong>We're all triple vaxxed and leading cautious lives, but I couldn't see holding an inside event with my dad (88) and mother in law (96) and other older relatives as well as young people who work outside the home,</strong> and my friends here were also dubious about meeting and eating inside, so we decided it just made sense to postpone.<strong> Initially, I thought maybe if we all did rapid at home tests first, we could go ahead, but more and more the limits of those tests are becoming apparent (too many false negatives). So, we've rescheduled both parties for March. And if that is not possible, we'll do it next January!</strong> I mean who says you can't celebrate big birthdays in ""off"" years. This state of pandemic cautiousness can't last forever.

<strong>Despite the need to cancel the planned events, I had an absolutely lovely birthday and that is is most important thing. I felt enveloped in love and friendship.</strong> People called, texted, sent cards and flowers. In the morning, several friends and I took a long walk along the river. We joked about how covid had taught us gratitude --- I was grateful that my birthday was the warmest day in a stretch of 10 very cold days...where it would have been uncomfortable to walk for so long. And my husband and I even found a restaurant with a very well heated patio for a delicious dinner. All in all, it was a wonderful birthday.",2022-01-18 22:52:14,true,2022-01-20 15:12:56.746765,en,PJP_2057_1_EN_week48_journal_1_ptext.jpeg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","<strong> Two years into the pandemic and two years of mask wearing and yet, I still maintain my decades old habit of putting on lipstick or at least some gloss before leaving the house. Silly, right? I think some women are lipstick women and some women are mascara women and it is just hard to change such a firm habit or belief about what helps you put your best foot or face forward</strong>. Years ago a good friend told me she never leaves the house without putting on mascara, even if it is just to go to the gym or grocery store. For me, eye makeup is for a special occasion — when I get all dressed up, perhaps for a wedding or party … (which is certainly not happening often these days). But I always put something with a bit of moisturizer and s little bit of shine on my lips. Otherwise, my lips feel so chapped and I feel that I look so pale.

So even though no one can see my mouth or smile, I continue to wear lipgloss. It is a bit of normality during otherwise strange and difficult times. However<strong>, I think my friend with her loyalty to mascara comes out ahead during these pandemic days… we’ve been told to “smile with our eyes.” On the other hand, I think, I hope, that with the decline of the omicron variant, and warmer spring weather in the next few months, perhaps we will be able to shed our masks. When that happens, I will splurge and buy new lip sticks!</strong>",2022-02-04 19:10:07,true,2022-02-06 01:31:10.415536,en,PJP_2057_1_EN_week50_journal_1_ptext.jpeg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","<strong> Suitcase packed and ready to go... KN95 masks and rapid antigen tests included. Headed off in an hour to the airport for our first flight since January 2020</strong>. Can't quite believe it. We're going across the country from east coast to west coast to sunny southern California.

<strong> I thought I felt ready to get back on the plane, but today, I've been nervous... </strong> what if the 3rd person in our row next to my husband and me isn't vaccinated or is one of those people who lets his/her mask slide or claims to be eating/drinking the whole flight so it is ok for the mask to be down around their chin? I wish domestic flights required vaccines like international ones. Sigh... Well, I don't control that or the person who is sitting next to me. So, I'll practice my deep breathing and focus on the upcoming vacation.<strong> Wish me luck!</strong>",2022-02-12 19:00:49,true,2022-02-13 16:36:43.096606,en,PJP_2057_1_EN_week51_journal_1_ptext.jpeg
true,true,photo_and_text,"During this pandemic, people are looking for guidance and support in different places. Talk about where you've been looking for support, and how helpful (or not helpful) these sources have been to you.","<strong> I've been finding self-support in these hard times with artmaking!</strong> Whenever I feel anxious, I make a little digital drawing about something uplifting.<strong> This one is just about the beauty of wind turbines, behemoths stretching over green fields to the horizon, waving hello in unison.</strong> They look so cool. They are so big. Sometimes I see individual blades carried in oversized load trucks and can hardly believe how big they are.",2021-08-17 21:13:32,true,2021-11-10 05:01:38.736212,en,PJP_2070_1_EN_week26_journal_2_ptext.jpg
true,true,photo_and_text,Additional Material,"<strong> I found this photo I took in April 2020 that I called ""Quarantine Still Life."" Enough time has passed that I feel sort of nostalgic for this time? A negative nostalgia?</strong> The pandemic was scary and bad, but this the changed lifestyle it caused was also strange and interesting. It wasn't QUITE dull and sluggish and brain killing yet.
",2022-02-16 13:38:29,true,2022-02-19 13:29:22.427803,en,PJP_2070_1_EN_week52_journal_3_ptext.PNG
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","...<strong> Lions Gate Bridge from West Vancouver. You can just make out Mount Baker in Washington State</strong> it was so clear out. Spring is definetly here, flowers blooming.<strong> I feel like we are coming out of the long dark winter and things are looking up with the rollout of the vaccines... life can only get better!</strong>",2021-03-12 21:19:20,true,2021-03-21 12:29:00.655795,en,PJP_2074_1_EN_week3_journal_1_ptext.jpeg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.",<strong> My little pandemic baby in her cowboys boots. She is almost 11 months old and is not so little anymore.</strong> She was born on April 6th in the height of the first lockdown. She knows most of family members from FaceTime calls. I think at this point she thinks people live inside the iPad screen. Every time after a call she tries to flip the iPad and see where is that person hiding. Makes me sad.,2021-03-03 00:21:16,true,2021-03-03 03:40:00.977936,en,PJP_2117_1_EN_week2_journal_1_ptext.jpeg
true,true,photo_and_text,Additional Material,"<strong> Food pics from left to right, top to bottom (except last one obviously).</strong>

1) Portuguese bakery box

2) Ethiopian food

3) Mexican enchiladas repurposed taco style using injera, not tortillas (genius decision, injera goes very well with Mexican food)

4+5) attempted mini fondant chocolate cakes and taste test (not bad actually)

6-8) Too good to go-items from local bakery

9) My cat, right after his nail trimming session bribed with countless treats",2022-02-08 21:02:17,true,2022-02-18 18:56:29.461579,en,PJP_2129_1_EN_week51_journal_3_ptext.png
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","I'm joining this project fairly late (Feb. 28, 2021).<strong> My wife and I began quarantining in mid-March 2020,</strong> and we worked from home thereafter.<strong> I got into the habit of taking photos of pandemic-related scenes</strong> on our daily walks near our home in downtown Albany, NY.  Then,<strong> in the summer, I included photos related to Black Lives Matter and other political issues.</strong> I'm grateful for the chance to share these photos. I'm a historian at SUNY Albany and I think this project will be very important for later researchers.

This is a photo from early May 2020. It shows the front stoop of a downtown Albany rowhouse.<strong> One of the striking things for me, early in the pandemic, was the strong sense of solidarity and encouragement many people displayed.</strong> At the same time when people had to isolate from each other.<strong> Nearly a year into the pandemic, some of that solidarity and encouragement remain, but a lot of people are also getting tired</strong> of restrictions like masking.",2021-02-28 19:39:54,true,2021-03-01 05:25:52.715912,en,PJP_2138_1_EN_week1_journal_1_ptext.jpg
true,true,photo_and_text,"Have people in your community supported one another during the pandemic? Talk about why or why not, and maybe give some examples.","By now you get the idea that I like Fort Orange Brewing's products... This is from early 2021 sometime, I don't recall exactly when. It fits with the Perseverance beer label I just contributed.<strong> This beer label reads ""A Bright Tomorrow,""</strong> and depicts a sunrise over the Empire State Plaza.<strong> It represents the feeling that by Feb. 2021, with a new administration and vaccines being distributed, that the end of the pandemic may be in sight. We'll see.</strong> I write this on 9 March 2021.",2021-03-10 00:49:04,true,2021-03-10 05:16:09.777873,en,PJP_2138_1_EN_week3_journal_2_ptext.jpg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","It's been awhile since I've contributed here. <strong> After getting fully vaccinated in April 2021, I was like: ""Welp, this is over for me and my family! Woo Hoo!"" </strong>

<strong> And here we are in mid-October. </strong>

One troubling development in my city (Albany, NY) is the <strong> proliferation of anti-mask and anti-vax stickers in parks and near schools.</strong> I'm tempted to carry a sharpie pen with me and black them out whenever I see them.",2021-10-15 20:25:21,true,2021-10-18 21:27:23.479845,en,PJP_2138_1_EN_week34_journal_1_ptext.jpg
true,true,photo_and_text,What has changed most about the world since the pandemic began?," I took this photo on<strong> 17 April 2020.</strong> This is a<strong> park bench in Albany's Washington Park urging people to ""spread random acts of kindness."" In the first weeks of the pandemic, a lot of similar messages were painted or chalked onto sidewalks and other surfaces.</strong> These messages of hope and solidarity marked the first few weeks, or even first couple months, of our experiences. <strong>Then people seemed to grow weary and more pessimistic by summer. I write this on 16 March 2021.</strong>",2021-03-17 01:01:45,true,2021-03-17 03:24:39.204344,en,PJP_2138_1_EN_week4_journal_2_ptext.jpg
true,true,photo_and_text,Additional Material,"This is a photo taken on 26 March 2021 of<strong> our food and paper products hoard</strong> in our basement.<strong> Since we'll be fully vaccinated by end of April, I expect we'll draw this down and not hoard stuff like this in future.</strong>",2021-03-30 22:06:47,true,2021-03-31 01:42:45.684836,en,PJP_2138_1_EN_week6_journal_3_ptext.jpeg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","This is the scene on<strong> 15 April 2021 at the Times Union Center, downtown Albany,</strong> during my post-vaccine 15 minute waiting period.<strong> This is my second vaccination (Moderna). I bumped into an old friend who was volunteering</strong> at the site, and<strong> she gave me instructions for signing up to volunteer. My wife also signed up.</strong> We have yet to volunteer, but we're looking forward to it. I imagine it will be guiding people, maybe doing intake, etc.",2021-04-20 20:34:28,true,2021-04-23 01:28:37.643967,en,PJP_2138_1_EN_week9_journal_1_ptext.jpg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","<strong> Last week, COVID beat me down.</strong> Despite the (fleeting) joy of being fully vaccinated for over a month, the never-ending monotony, the frustration with those around me disregarding social distancing protocols and masking, and the aggravation I was feeling towards everyone being ""over"" COVID was a perfect combination to render me incapable of doing much of anything.<strong> For multiple days, I wasn't able to attend to my work, school, or internship duties. I was a puddle - an emotional wreck. Only instead of the full spectrum of emotions, I was stuck somewhere between ""hollowed out"", ""mind-numbingly sad"", and ""furious"" at all times.</strong> Instead of leaning into one of the most intense and painful depressive episodes I've ever experienced, I forced myself to move, to do things, to socializing, to exercise, or just to read a book outdoors in the sun.<strong> There's a lot of research about how impactful ""doing"" can be during a period of depression - how the momentum helps to ""unstick"" individuals who are feeling glued in a dark, hollow, sad place. Even as an aspiring therapist in a MSW program, I scoffed at the notions.</strong> Who, me? Do things to feel better when all I want to do is cry on the sofa and sleep all day?

<strong> Lo and behold, it worked. Not all at once. But little by little, I could feel the full spectrum of emotions seeping back in.</strong> During a RuPaul's Drag Race themed Peloton ride, I felt a little joy and laughter. During a bubble bath, I focused on the bodily sensations I was experiencing. There was comfort, again. Over the weekend, my partner and I took our new kayak out for its maiden voyage. I was hesitant, but the giddiness came back.

<strong> This never-ending pandemic isn't over, but maybe the worst is. Or maybe our resiliency as human beings will just never cease to kick in when it's most needed.</strong>",2021-04-27 20:49:13,true,2021-05-04 23:44:56.699803,en,PJP_2143_1_EN_week10_journal_1_ptext.jpg
true,true,photo_and_text,We’re seeing wide variations in how different countries are handling the pandemic. What do you think about these differences?,"<strong> It really frightens me to see how the pandemic is being handled around the world</strong>. From the current surge in <strong> India</strong>, to the Populist denial in<strong> Brazil</strong>, and the effective shutdown in<strong> New Zealand</strong> that essentially eradicated the virus threat there - the dramatically different responses from various governments across the globe terrifies me. Even with the Biden administration working overtime to make up from lost time under Trump's command, the US is facing its own problems with vaccinations, the neverending farce that is Q-Anon and the current ""Republican"" party, and misinformation.<strong> How many people need to die globally before we put human life ahead of $$$, greed, power....?</strong>",2021-05-11 20:13:28,true,2021-05-18 04:02:40.356527,en,PJP_2143_1_EN_week12_journal_2_ptext.png
true,true,photo_and_text,"Some people are feeling intense feelings right now as a result of the pandemic. Is anything making you especially sad, angry, or hopeful right now? If so, what's on your mind?","How does America expect to remain a global power when states are making decisions like this? It makes me doubt that we will ever return to ""normal"" in this country. ",2021-03-03 15:27:14,true,2021-03-05 12:29:50.310056,en,PJP_2143_1_EN_week2_journal_2_ptext.png
true,true,photo_and_text,"Has the pandemic affected your political views in any way? If so, how? ","<strong> The sheer magnitude of the traumatic, distrubing political events of the last year is mind-boggling</strong>. I was never a fan of the Republican party, Trump or his blatantly white supremicist rhetroic, but seeing his army of insurrectionists descend on the Capitol in real time is an event that will FOREVER impact how I view American politics and the cult of personality.<strong> Between January 6th and January 21st, I lived in immense fear of our democracy toppling forever at the hands of Q-ANON-ers, bigots, or foreign adversaries. I'm still afraid.</strong> I don't know that we will ever come back from Trump's mishandling of COVID, of the presidency, of our future as a nation.",2021-03-31 13:45:10,true,2021-04-02 21:12:35.897674,en,PJP_2143_1_EN_week6_journal_2_ptext.jpg
true,true,photo_and_text,Talk about what is most upsetting or scaring you right now about the coronavirus pandemic.,"<strong> If there is an increasingly loud call to reconsider outdoor mask mandates, how will it impact overall mask wearing compliance? I'm truly scared that people will think they no longer need to be diligent.</strong> Or that they need to wear masks indoors, with people from other pods/households.",2021-04-21 12:14:53,true,2021-04-23 01:21:36.266624,en,PJP_2143_1_EN_week9_journal_2_ptext.png
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","<strong> It is the first time we come back to nyc since our last visit on March 2020…</strong>

When we visited then I was the only soul wearing a mask in Nyc… now a lot of people use it.

We are happy to be able to go out and enjoy a trip like this.<strong> Our daughter is staying in NYC for a month, and sharing an apartment w 3 girls… one came back yesterday from a trip to Miami and very soon she reported she tested positive…</strong> so mi daughter went to get tested, thank god she is negative and she began using a mask as if it was a part of her body, she wears it constantly.

<strong> Mi brother who lives in Colombia w his wife and 3 adult sons has lived trough a very difficult week… A. tested positive, he passed it to P., and finally M. got it… so 3 out of 5 relatives got infected…after months and months of confinement.</strong>

Such a difficult time in Colombia simply because the vaccines are so slowly being offered to the general public.

<strong> I regret I dis not invite the family to come over to get vaccinated.</strong>",2021-07-10 04:17:45,true,2021-07-15 15:48:35.8933,en,PJP_2144_1_EN_week20_journal_1_ptext.jpeg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","<strong> I am seeing an increase in the number of masks polluting my surroundings.</strong> New York State has banned plastic bags so now the throw away mask has taken over as the number one annoying trash in lawns, on trees and in the street.<strong> I can't stand it!!!</strong> Birds and small animals can choke on the cords.

<strong> It is unsanitary and ugly. I keep being reminded that the corona virus is still with us </strong> and the masks are ubiquitous proof of it.",2021-06-09 16:41:09,true,2021-06-10 02:53:45.75785,en,PJP_2157_1_EN_week16_journal_1_ptext.jpg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","<strong> I feel like this whole pandemic has been like this melting snowman. Pieces of me are all over, nothing is where it belongs.</strong> I am trying to see the beauty in the world but sometimes things just get in the way, like the overgrown stick which is taking over the top of the snowman.

<strong> Good things are happening in my life,</strong> my daughter is getting married, my older daughter had a new baby this past August,<strong> yet the pandemic is blocking my vision.</strong>

I feel like my priorities are mixed up, sometimes the world is not as bright as it seems. The clouds are hiding the sun and the air is polluted with germs. The corona virus is still with us, people are still masked up and afraid to socialize.",2021-03-09 02:01:28,true,2021-03-14 12:28:48.498184,en,PJP_2157_1_EN_week2_journal_1_ptext.jpg
true,true,photo_and_text,Talk about whatever else is on your mind today.,"<strong> I found this memorial someone left on the beach at Far Rockaway and began to think about all the lives we lost this year.</strong> So many people have died this year, not all of them from the pandemic but many of them did die from the pandemic.

<strong> I am thinking about what we are doing to the planet</strong> with all our progress. We produce so much trash there is no room for it anymore.

<strong> Our salaries are so low</strong> people who are working still can’t afford<strong> housing</strong> yet<strong> inflation</strong> doesn’t stop.

<strong> Landlords keep raising rents</strong> yet many of the tenants are behind in their rent, yet the<strong> property taxes</strong> keep going up.

There is so much going on, the earth keeps spinning, the sun keeps rising and babies are bing born.

<strong> I should be hopeful and happy yet many days I am afraid. Afraid of the future for me, my children and my grandchildren.</strong>

<strong> I am writing a gratitude journal and am trying to be happy and positive</strong>. I made a wedding this year, next week I am making a birthday party for my one year old grandson.

<strong> We have to celebrate the good times.</strong>

Life is short, I am making it sweeter.",2021-08-02 10:06:20,true,2021-08-02 14:44:02.868911,en,PJP_2157_1_EN_week23_journal_2_ptext.jpeg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","<strong> I have uploaded artwork I have been creating in the last few years. I find creative outlets very good for my spirit</strong>. I create the artwork with a program on my iPad. I call the method digital abstract expressionism.<strong> The title of this work is Supernaturally Improbable. The pandemic reminds us that life is unpredictable and random. The serendipity of life encourages me to believe in luck.</strong> My father always said you can be one in million lucky and one in a million unlucky. I believe you can create your own luck by reaching out and trying to seize opportunities. I learned about the pandemic journal from a news article and now I enjoy registering my thoughts and experiences as part of a ritual. I have made it through the pandemic by doing daily exercises as part of an aging program.<strong> I still feel young in some ways and lucky that I avoided the coronavirus.</strong> I received both Pfizer vaccines. In terms of<strong> luck</strong>, I have won $100 everyday in the last three days. I hope its a harbinger to winning a major prize. I was able to take advantage of the<strong> beautiful weather</strong> in East Hampton, New York and get fresh air and take a walk. It opens up the mind and heart.<strong> Rituals</strong> like keeping a digital diary, buying lotto tickets, reading The New York Times, Washington Post and Boston Globe and writing many letters to the editor keeps me moving. A night of watching MSNBC, Netflix, HBO Max, Showtime, Comedy Central and Network Evening News feeds the<strong> brain food</strong> I need.",2021-03-12 22:38:39,true,2021-03-13 13:52:09.717482,en,PJP_2169_1_EN_week2_journal_1_ptext.jpg
true,true,photo_and_text,"Some people have said that the pandemic has changed them, or led to changes in their values or even their personalities. Do you think you've changed as a result of the pandemic? If so, how?","I have changed due to the pandemic because<strong> I am more cautious</strong> when I interact with people for fear of be infected<strong>. I have both vaccine and both boosters, but I really don't want to get Covid in any form</strong>. The change is a heightened sense that normal moments that bring me joy and calm me down are more important to me.<strong> This is my set up at my beach office with the desk, chair and reading material</strong>. I always make this part of my life and during the pandemic it is more of an oasis.",2022-04-13 23:58:06,true,2022-04-17 04:37:29.431035,en,PJP_2169_1_EN_week59_journal_2_ptext.jpg
true,true,photo_and_text,"Have you noticed any changes in your relationships with coworkers, neighbors, or acquaintances since the start of the pandemic? Have these kinds of relationships gotten stronger or weaker? If so, how? ",<strong> This picture of a scale in a hardware store where I bought fresh peanuts is an example of comfort food and also a reminder of Peanuts the Charles Schulz cartoons</strong>. I find that I am proactive to make new connections in fields of interest that intrigue me.<strong> I bought the peanuts as I waited to get into an exhibit of Techspressionism which is artwork created digitally or using technology</strong>. It was a great exhibit I reconnected to the woman who did a seminar many years ago at Guild Hall in East Hampton about software to create digital art. I call my works digital abstract expressionism. I actually sold an art work at Guild Hall in a member exhibition. Only 19 works sold out of 400 displayed.<strong> The curator of the exhibit on Saturday April 23 was also a new connection. So I guess I manage to make new connections which compensates for not staying in touch with old friends.</strong>,2022-04-27 13:59:25,true,2022-04-30 05:26:12.808749,en,PJP_2169_1_EN_week61_journal_2_ptext.jpg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","<strong>Rosie is my constant companion</strong>. She never judges me, is always happy to cuddle and is always willing to go for hikes and walks with me when my family doesn’t want to. <strong>I can’t imagine getting through the Pandemic without her.</strong>",2021-08-18 01:26:26,true,2021-08-20 16:31:03.557158,en,PJP_2184_1_EN_week25_journal_1_ptext.jpeg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.",Trying to see rainbows for all my emotional burnout. Tired tired tired. ,2021-10-27 01:57:15,true,2021-10-28 17:12:21.865655,en,PJP_2184_1_EN_week35_journal_1_ptext.jpeg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","<strong> I picked these flowers from our yard to make bouquets for myself, two friends and my Mom for Mother’s Day</strong>. I keep a shelf next to our fireplace as a memorial to her, my Dad and my partner’s dad, all of whom have passed.<strong> This was my first Mother’s Day without Mom because of COVID19 so I missed her. But it was fun to make the bouquets look pretty & professional.</strong>",2022-05-10 20:54:40,true,2022-11-12 14:02:51.017459,en,PJP_2184_1_EN_week63_journal_1_ptext.jpeg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","<strong> We were able to watch an all female airshow safely outside, with lots of people flanking us but socially distanced. It was nice to attend a big event even if it was at a distance!</strong>",2022-05-27 20:49:51,true,2022-05-31 02:14:54.98337,en,PJP_2184_1_EN_week65_journal_1_ptext.jpeg
true,true,photo_and_text,"Are you doing anything artistic or creative these days that you weren’t doing before? If so, talk about it.","<strong> This is a cake I have made twice;</strong> once for my niece's birthday in February, and it was so popular that her friend's mom wanted it for her birthday. However, since I won't be here then I made it for her for mother's day.

<strong> I have been baking more - making bread which I was scared to do before. Making bread has a 'mythic' quality to it and many people are terrified of trying it - including me!</strong> - and I love cooking and do jams regularly. Anyway - I was sooo bored and under-utilized that I jumped in and made bread and have extended myself in baking as well.

<strong> Cooking is the ONLY thing that I still feel competent to do at this point. And it gives me a joy from both completing the activity and feeding people.</strong>",2021-05-13 15:17:51,true,2021-05-15 05:44:37.385128,en,PJP_2186_1_EN_week11_journal_2_ptext.jpg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","I am not a Van Gogh type of person: I cannot be creative when I am depressed. But<strong> I have tried to do two things consistently</strong> throughout the pandemic:<strong> walk and read. These are the books I am currently reading.</strong>

I also read the news everyday but I am trying to break that habit.<strong> I find myself in tears often</strong> - for instance, the<strong> continued assault on black people by racist police</strong>; reading that<strong> 10 people were shot in a supermarket; the attack on Asian Americans.</strong>",2021-03-24 16:39:46,true,2021-03-24 22:23:24.75111,en,PJP_2186_1_EN_week4_journal_1_ptext.jpg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","<strong> Here’s a picture of what’s left in E’s bathroom,</strong> and it would make me cry in normal times,<strong> all the flotsam of the empty nest:</strong> a lighter from her Amsterdam adventure a couple years ago, her tampons, blue nail polish, hair pins.<strong> Now she can’t come back in here, to her childhood home, sans mask, until I am vaccinated</strong>. (J is but not me.)<strong> God, how I want us all just to be able to eat fried chicken, laugh, chase the cat, together, without masks.</strong>",2021-03-09 22:00:44,true,2021-03-13 18:21:41.857849,en,PJP_2196_1_EN_week2_journal_1_ptext.jpg
true,true,photo_and_text,Describe an experience this week that made you happy.,"<strong> This week, I went to a place that I call ""the Secret Garden."" I hadn't been there in a while, but I brought a friend, and we had a nice time </strong> walking around the beautiful grounds. The apple tree is brimming with apples, and we picked a few and sat on a bench and talked.<strong> It's the simple things in life that make me the happiest.</strong> Being in nature is the best.",2021-08-13 16:55:36,true,2021-08-13 19:19:18.698589,en,PJP_2208_1_EN_week24_journal_2_ptext.jpg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.",I thought I would share this photo since the van caught my eye.<strong> I love how each of the pictures on the van shows a famous portrait in which the subject is wearing a mask (you might have to zoom in on the photo to see them).</strong> It captures the moment we're in.,2021-04-21 06:12:57,true,2021-04-23 01:35:09.85143,en,PJP_2208_1_EN_week8_journal_1_ptext.jpg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","<strong> Covid is running amok in the office. </strong>

<strong> One guy in my department came into work with Covid symptoms and succeeded in taking out the entire department </strong> with the exception of myself. <strong> I was ""lucky"" enough to have been home, </strong> in isolation, due to another possible exposure. I tested negative on that day and was in work the next day.

Stupid!

My department team lead, after testing positive, called the senior partner of our company and <strong> begged him to instigate a testing requirement, a vax mandate, or at the very least, a mask mandate. </strong>

Now, <strong> I have never seen a mask on any of the partners. </strong> In fact, I'm sure that only one or two of them are even vaccinated. (This is Utah, after all.) So, as you can imagine, </strong> they didn't instigate any kind of mandate. </strong> What they did do was send out an email to the company requesting us all to be respectful to those who wish to wear masks in the office.

I am so frustrated right now! <strong> I'm alone in my department, doing the work of seven and getting flak from leadership because I'm falling behind. </strong>

I don't know what to do, <strong> maybe I wasn't so ""lucky"" after all. </strong>",2022-01-11 21:31:58,true,2022-01-14 15:47:26.172332,en,PJP_2215_1_EN_week46_journal_1_ptext.jpg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","<strong> I took this photograph two days ago in Terminal 4 of JFK.</strong> We were on our way to Mexico for work, traveling again for the first time in a year. We're incredibly lucky to be fully vaccinated so feel comfortable traveling but of course, everything is different.

The airport was so much quieter than usual, most stores aren't open and<strong> as I walked past this lounge I saw a squirrel inside. I did a double take, thinking for sure that it wasn't real but then it started moving. Poor thing was so skinny and was clearly looking for food</strong> but with the lounge being closed there was nothing for it to eat.<strong> Who knows how long it's been surviving inside the lounge or how much longer it could survive there.</strong> I told an airport worker about it but I'm not sure there was anything anyone could do for it.

<strong> It reminded me of the ""nature is healing / we are the virus"" meme that was going around in the the early days of the pandemic but without the levity.</strong>",2021-03-10 18:04:29,true,2021-03-11 18:05:54.893267,en,PJP_2252_1_EN_week1_journal_1_ptext.PNG
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","<STRONG> A year ago, our lives changed in ways we would have previously considered unthinkable.</STRONG> When in March 2020, schools switched to online teaching and we were working from home, we couldn't imagine that life a year later would not be back to normal.<STRONG> Although it was hard to manage</STRONG> the stress of work, the craziness of kids' online homeschooling, constant exposure to screens, and the incessant disruptions of everyday life,<STRONG> being together and working on projects was also a deep source of joy.</STRONG> Elementary school is now (thankfully) back in person, and <STRONG> I'm sharing a page my 5-year-old son brought home just a few days ago. I'm so glad he seems to have enjoyed building a shed together as much as I did.</STRONG>",2021-03-17 15:38:17,true,2021-03-17 18:44:17.088804,en,PJP_2283_1_EN_week1_journal_1_ptext.jpg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","<strong> Went to a minor league baseball game with my family</strong>. Kids got to run the bases after the game. Some people were wearing masks, most weren’t.<strong> Ambivalent feelings of enjoying a relative normalcy and some concern</strong>, especially since kids under 12 can’t be vaccinated yet.",2021-09-11 02:20:56,true,2021-09-12 17:14:55.052283,en,PJP_2283_1_EN_week26_journal_1_ptext.jpeg
